Datetime,PowerConsumption_Zone1,PowerConsumption_Zone2,PowerConsumption_Zone3,Total_Load,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows
2017-01-01 06:30:00,21654.68354,13582.97872,14480.96386,49718.62612,4.92,73.7,0.083,0.099,0.096
2017-01-01 06:40:00,21466.32911,13539.20973,14319.03614,49324.574980000005,4.408,76.7,0.082,0.037,0.119
2017-01-01 06:50:00,20846.58228,12908.20669,14018.31325,47773.10222,4.29,77.0,0.085,0.033,0.193
2017-01-01 07:00:00,19983.79747,12342.85714,13492.04819,45818.7028,4.304,76.0,0.082,0.048,0.152
2017-01-01 07:10:00,18908.35443,11897.87234,12630.36145,43436.588220000005,4.513,74.6,0.084,0.055,0.134
2017-01-01 07:20:00,18167.08861,11551.36778,11600.96386,41319.420249999996,4.489,74.3,0.082,0.081,0.119
2017-01-01 07:30:00,18075.94937,11263.22188,10640.96386,39980.13511,4.356,72.3,0.082,0.07,0.119
2017-01-01 07:40:00,18063.79747,10719.75684,10455.90361,39239.45792,4.478,72.2,0.083,0.073,0.089
2017-01-01 07:50:00,18045.56962,10924.01216,10496.38554,39465.967319999996,4.583,71.0,0.083,0.066,0.104
2017-01-01 08:00:00,18385.82278,10949.54407,10710.36145,40045.7283,4.794,72.0,0.084,0.187,0.145
2017-01-01 08:10:00,18987.34177,11347.11246,10837.59036,41172.04459,4.807,73.1,0.082,0.955,0.949
2017-01-01 08:20:00,19576.70886,11733.7386,10941.68675,42252.134210000004,4.757,73.5,0.083,3.188,3.134
2017-01-01 08:30:00,19837.97468,11945.28875,11178.79518,42962.05861,4.509,74.5,0.084,6.643,6.494
2017-01-01 08:40:00,20166.07595,12029.17933,11514.21687,43709.47215,4.346,74.8,0.082,12.64,10.13
2017-01-01 08:50:00,20676.4557,12426.74772,11959.51807,45062.721489999996,4.718,73.7,0.081,58.97,17.0
2017-01-01 09:00:00,21296.20253,12871.73252,12283.37349,46451.30854,4.704,71.8,0.083,82.5,20.15
2017-01-01 09:10:00,22043.5443,13203.64742,12427.95181,47675.14353,4.624,74.1,0.082,106.9,22.55
2017-01-01 09:20:00,22651.13924,13542.85714,12826.98795,49020.98433,4.629,74.8,0.083,132.1,24.3
2017-01-01 09:30:00,23131.13924,14046.20061,13121.92771,50299.26756000001,4.599,74.0,0.082,156.1,26.9
2017-01-01 09:40:00,23641.51899,14392.70517,13648.19277,51682.41693,4.524,74.7,0.081,182.4,28.19
2017-01-01 09:50:00,24668.35443,14830.39514,13850.60241,53349.35198,4.575,74.5,0.082,208.8,29.2
2017-01-01 10:00:00,25275.94937,15238.90578,14162.89157,54677.746719999996,5.124,73.7,0.076,234.8,29.23
2017-01-01 10:10:00,25920.0,15837.08207,14428.91566,56185.99773,5.836,71.3,2.66,257.9,31.01
2017-01-01 10:20:00,26393.92405,16059.57447,14671.80723,57125.30575,5.996,69.85,4.93,282.7,31.96
2017-01-01 10:30:00,26861.77215,16322.18845,15036.14458,58220.10518,6.22,68.81,4.924,307.0,32.42
2017-01-01 10:40:00,27511.89873,16774.46809,15267.46988,59553.8367,6.703,68.01,4.923,327.6,33.22
2017-01-01 10:50:00,28149.87342,17164.74164,15244.33735,60558.95241,6.993,66.14,4.918,349.6,33.41
2017-01-01 11:00:00,28714.93671,17507.59878,15591.3253,61813.860790000006,7.54,64.21,4.916,371.1,33.43
2017-01-01 11:10:00,29043.03797,17478.41945,15816.86747,62338.32489,8.22,61.9,4.916,388.2,33.89
2017-01-01 11:20:00,29261.77215,17792.09726,15932.53012,62986.399529999995,9.49,59.3,2.451,401.3,34.4
2017-01-01 11:30:00,29474.43038,17748.32827,16053.9759,63276.73455,10.65,56.03,0.084,419.5,35.29
2017-01-01 11:40:00,29523.03797,17963.52584,16256.38554,63742.949349999995,11.06,53.52,0.082,430.9,37.58
2017-01-01 11:50:00,29711.39241,18142.24924,16354.6988,64208.34045,12.4,53.26,0.08,437.5,43.46
2017-01-01 12:00:00,29644.55696,18131.30699,16562.89157,64338.75552,13.08,54.36,0.077,450.4,43.2
2017-01-01 12:10:00,29802.53165,18102.12766,16522.40964,64427.06895,14.38,54.42,0.076,470.5,37.92
2017-01-01 12:20:00,29887.59494,18156.83891,16649.63855,64694.072400000005,15.02,56.46,0.074,480.0,38.81
2017-01-01 12:30:00,30039.49367,18335.56231,16869.39759,65244.453570000005,15.55,58.7,0.075,486.1,39.46
2017-01-01 12:40:00,29966.58228,18204.25532,17094.93976,65265.77736,15.56,59.23,0.076,490.2,40.92
2017-01-01 12:50:00,29996.96203,18196.96049,17418.79518,65612.71770000001,15.49,59.3,0.076,495.9,40.9
2017-01-01 13:00:00,30258.22785,18466.8693,17413.01205,66138.1092,15.57,58.06,0.077,498.1,40.94
2017-01-01 13:10:00,30404.05063,18350.15198,17436.14458,66190.34719,15.65,58.7,0.077,498.1,42.75
2017-01-01 13:20:00,30094.17722,18331.91489,17332.04819,65758.1403,15.73,59.33,0.076,498.8,44.65
2017-01-01 13:30:00,30161.01266,18419.45289,17465.06024,66045.52579,15.68,58.6,0.079,497.0,44.26
2017-01-01 13:40:00,30318.98734,18310.0304,17164.33735,65793.35509,15.7,55.29,0.074,489.2,39.32
2017-01-01 13:50:00,30154.93671,18390.27356,16979.27711,65524.487380000006,15.75,52.45,0.077,482.4,38.65
2017-01-01 14:00:00,29984.81013,18353.79939,17054.45783,65393.06735,15.83,54.99,0.079,476.1,39.49
2017-01-01 14:10:00,30021.26582,18142.24924,17048.6747,65212.18976000001,15.79,56.66,0.076,467.7,39.94
2017-01-01 14:20:00,30021.26582,18113.06991,16950.36145,65084.69718,15.72,55.86,0.077,456.1,39.95
2017-01-01 14:30:00,29911.89873,18036.47416,16823.13253,64771.50542,15.8,54.06,0.075,449.2,41.52
2017-01-01 14:40:00,29747.8481,17996.35258,16684.33735,64428.538029999996,15.74,55.56,0.075,437.4,44.13
2017-01-01 14:50:00,29705.31646,17952.58359,16678.55422,64336.45427,15.72,56.69,0.077,422.0,43.87
2017-01-01 15:00:00,29571.64557,17894.22492,16753.73494,64219.605429999996,15.64,57.26,0.077,409.0,44.9
2017-01-01 15:10:00,29553.41772,17846.80851,16805.78313,64206.00936,15.69,57.96,0.074,391.8,46.89
2017-01-01 15:20:00,29383.29114,17525.83587,16649.63855,63558.76556,15.69,58.93,0.075,369.4,51.51
2017-01-01 15:30:00,29061.26582,17547.72036,16586.0241,63195.01028,15.6,58.7,0.073,321.0,57.14
2017-01-01 15:40:00,28885.06329,17770.21277,16476.14458,63131.42064,15.39,57.6,0.075,180.3,60.31
2017-01-01 15:50:00,28854.68354,17751.97568,16296.86747,62903.52669,15.34,58.7,0.075,149.5,67.85
2017-01-01 16:00:00,28836.4557,17646.20061,16256.38554,62739.041849999994,15.33,59.23,0.077,209.1,128.9
2017-01-01 16:10:00,28708.86076,17514.89362,16250.60241,62474.35679,15.48,57.46,0.074,265.1,219.1
2017-01-01 16:20:00,28556.96203,17325.22796,16192.77108,62074.96107,15.54,58.3,0.076,241.3,246.0
2017-01-01 16:30:00,28514.43038,17456.53495,16343.13253,62314.09786000001,15.53,58.8,0.077,219.0,248.1
2017-01-01 16:40:00,28666.32911,17449.24012,16522.40964,62637.97886999999,15.48,57.73,0.075,195.7,231.6
2017-01-01 16:50:00,29097.72152,17627.96353,16765.3012,63490.98625,15.47,58.23,0.077,174.9,211.9
2017-01-01 17:00:00,29723.5443,17708.20669,17719.51807,65151.26906,15.44,59.07,0.076,165.8,201.7
2017-01-01 17:10:00,30871.89873,18649.24012,19408.19277,68929.33162000001,15.35,59.3,0.077,132.0,163.0
2017-01-01 17:20:00,32700.75949,20192.09726,21883.37349,74776.23024,15.34,59.0,0.079,117.4,144.3
2017-01-01 17:30:00,35793.41772,22238.29787,23942.16867,81973.88425999999,15.11,59.53,0.076,97.6,120.6
2017-01-01 17:40:00,38321.01266,23613.37386,25179.75904,87114.14556,14.93,60.83,0.077,76.5,94.0
2017-01-01 17:50:00,39129.11392,24167.78116,25520.96386,88817.85894,14.71,61.87,0.086,26.51,28.08
2017-01-01 18:00:00,39560.50633,24455.92705,25544.09639,89560.52977,14.48,63.27,0.08,18.0,18.29
2017-01-01 18:10:00,39517.97468,24463.22188,25619.27711,89600.47366999999,14.29,63.94,0.078,6.994,7.02
2017-01-01 18:20:00,39596.96203,24000.0,25798.55422,89395.51625,14.09,64.87,0.078,2.818,2.763
2017-01-01 18:30:00,39469.36709,24251.67173,25792.77108,89513.8099,13.89,66.11,0.076,0.809,0.89
2017-01-01 18:40:00,39682.02532,24401.21581,25734.93976,89818.18089,13.79,66.74,0.076,0.146,0.197
2017-01-01 18:50:00,39888.60759,24598.17629,25885.3012,90372.08508,13.54,66.71,0.076,0.062,0.089
2017-01-01 19:00:00,39991.89873,24477.81155,25989.39759,90459.10787,12.51,68.35,0.077,0.055,0.085
2017-01-01 19:10:00,40210.63291,24729.48328,26035.66265,90975.77884,12.06,70.2,0.078,0.066,0.096
2017-01-01 19:20:00,40216.70886,24671.12462,26191.80723,91079.64071,11.75,70.7,0.079,0.055,0.126
2017-01-01 19:30:00,40435.44304,24678.41945,26105.06024,91218.92272999999,11.61,70.7,0.077,0.081,0.126
2017-01-01 19:40:00,40514.43038,24842.55319,26342.16867,91699.15224,11.5,70.6,0.078,0.059,0.074
2017-01-01 19:50:00,40544.81013,24755.0152,26452.04819,91751.87352,11.43,70.7,0.076,0.048,0.093
2017-01-01 20:00:00,40283.5443,24919.14894,26469.39759,91672.09083,11.42,71.2,0.076,0.073,0.085
2017-01-01 20:10:00,40216.70886,25137.99392,26573.49398,91928.19675999999,11.69,71.1,0.078,0.091,0.104
2017-01-01 20:20:00,40477.97468,25437.08207,26434.6988,92349.75555,12.05,69.82,0.077,0.048,0.108
2017-01-01 20:30:00,40611.64557,25597.56839,26533.01205,92742.22601,11.87,69.98,0.076,0.051,0.093
2017-01-01 20:40:00,40435.44304,25706.99088,26515.66265,92658.09657,11.61,71.2,0.078,0.04,0.119
2017-01-01 20:50:00,40204.55696,25637.68997,26434.6988,92276.94572999999,11.5,72.0,0.078,0.07,0.078
2017-01-01 21:00:00,39584.81013,25396.96049,25966.26506,90948.03568,11.43,72.0,0.075,0.051,0.07
2017-01-01 21:10:00,39274.93671,25309.42249,25578.79518,90163.15438,11.29,72.2,0.075,0.051,0.119
2017-01-01 21:20:00,39141.26582,24900.91185,25607.71084,89649.88851,11.49,73.1,0.077,0.044,0.085
2017-01-01 21:30:00,38643.03797,24827.96353,25359.03614,88830.03764,12.24,70.1,0.077,0.073,0.089
2017-01-01 21:40:00,38011.13924,24455.92705,24971.56627,87438.63256,11.84,68.78,0.074,0.066,0.093
2017-01-01 21:50:00,37622.27848,24127.65957,24584.09639,86334.03443999999,12.2,68.78,0.074,0.066,0.122
2017-01-01 22:00:00,36953.92405,24000.0,23976.86747,84930.79152,13.1,65.44,0.074,0.04,0.141
2017-01-01 22:10:00,36394.93671,23872.34043,23415.90361,83683.18075,13.2,63.84,0.074,0.081,0.093
2017-01-01 22:20:00,35289.11392,23306.99088,22698.79518,81294.89998,13.18,63.97,0.075,0.081,0.093
2017-01-01 22:30:00,34438.48101,22975.07599,22322.89157,79736.44857000001,12.64,66.77,0.072,0.044,0.141
2017-01-01 22:40:00,33678.98734,22489.9696,21813.9759,77982.93284000001,12.39,68.04,0.074,0.084,0.115
2017-01-01 22:50:00,33077.46835,21760.48632,21264.57831,76102.53298,12.24,69.18,0.077,0.059,0.119
2017-01-01 23:00:00,32117.46835,21253.49544,20686.26506,74057.22885,12.11,69.94,0.074,0.088,0.082
2017-01-01 23:10:00,31357.97468,20768.38906,20397.10843,72523.47217,12.07,70.7,0.076,0.033,0.078
2017-01-01 23:20:00,30701.77215,20337.99392,19905.54217,70945.30824,11.99,70.8,0.075,0.055,0.134
2017-01-01 23:30:00,29681.01266,19823.70821,19252.04819,68756.76906,11.32,74.7,0.075,0.07,0.1
2017-01-01 23:40:00,28830.37975,19488.1459,18847.22892,67165.75456999999,11.37,74.8,0.074,0.084,0.082
2017-01-01 23:50:00,27748.86076,18962.91793,18384.57831,65096.357,11.41,74.1,0.076,0.077,0.122
2017-01-02 00:00:00,26703.79747,18047.41641,17916.14458,62667.35846,11.01,75.8,0.076,0.033,0.163
2017-01-02 00:10:00,26169.11392,17507.59878,17349.39759,61026.110290000004,10.74,77.3,0.078,0.084,0.108
2017-01-02 00:20:00,25622.27848,17120.97264,16985.06024,59728.31136,10.47,78.2,0.078,0.088,0.13
2017-01-02 00:30:00,24972.1519,16785.41033,16586.0241,58343.58632999999,10.31,79.2,0.076,0.091,0.134
2017-01-02 00:40:00,24437.46835,16453.49544,16366.26506,57257.22884999999,10.63,79.3,0.079,0.037,0.152
2017-01-02 00:50:00,23914.93671,16132.5228,16106.0241,56153.48361,10.84,78.4,0.073,0.062,0.156
2017-01-02 01:00:00,23629.36709,15720.36474,15643.37349,54993.10532,10.94,78.1,0.074,0.084,0.108
2017-01-02 01:10:00,23118.98734,15304.55927,15307.95181,53731.498419999996,11.12,77.9,0.073,0.055,0.145
2017-01-02 01:20:00,22736.20253,15136.77812,15093.9759,52966.956549999995,11.02,77.5,0.081,0.062,0.178
2017-01-02 01:30:00,22049.62025,14637.08207,14972.53012,51659.23243999999,10.5,78.9,0.076,0.066,0.145
2017-01-02 01:40:00,21855.18987,14414.58967,14833.73494,51103.51448,10.22,79.8,0.078,0.088,0.126
2017-01-02 01:50:00,21685.06329,14250.45593,14625.54217,50561.06139,10.42,81.3,0.075,0.073,0.13
2017-01-02 02:00:00,21533.16456,14294.22492,14405.78313,50233.172609999994,10.86,80.0,0.076,0.066,0.159
2017-01-02 02:10:00,21107.8481,14057.14286,14342.16867,49507.159629999995,11.17,77.3,0.077,0.066,0.13
2017-01-02 02:20:00,20986.32911,13823.70821,14191.80723,49001.84455,11.1,75.6,0.077,0.077,0.156
2017-01-02 02:30:00,20725.06329,13783.58663,14128.19277,48636.84269,11.14,75.0,0.081,0.07,0.156
2017-01-02 02:40:00,20889.11392,13608.51064,14081.92771,48579.55227,11.21,75.2,0.077,0.062,0.137
2017-01-02 02:50:00,20433.41772,13448.02432,13844.81928,47726.261320000005,10.71,77.4,0.079,0.07,0.148
2017-01-02 03:00:00,20372.65823,13524.62006,13948.91566,47846.19395,10.7,77.7,0.079,0.062,0.159
2017-01-02 03:10:00,20135.6962,13480.85106,13966.26506,47582.81232,10.58,78.6,0.075,0.055,0.137
2017-01-02 03:20:00,20129.62025,13517.32523,13827.46988,47474.41536,10.59,79.5,0.078,0.084,0.145
2017-01-02 03:30:00,20117.46835,13484.49848,13746.50602,47348.47285,10.68,79.4,0.079,0.059,0.156
2017-01-02 03:40:00,20087.08861,13437.08207,13642.40964,47166.580319999994,10.52,79.8,0.076,0.066,0.145
2017-01-02 03:50:00,19740.75949,13353.19149,13636.62651,46730.57749,10.34,80.6,0.078,0.088,0.119
2017-01-02 04:00:00,19831.89873,13090.57751,13549.87952,46472.355760000006,10.18,81.7,0.079,0.059,0.159
2017-01-02 04:10:00,19989.87342,13218.23708,13503.61446,46711.72496000001,10.41,82.3,0.074,0.077,0.126
2017-01-02 04:20:00,20166.07595,13196.35258,13549.87952,46912.30805,10.41,81.4,0.078,0.095,0.134
2017-01-02 04:30:00,20214.68354,13280.24316,13648.19277,47143.119470000005,10.39,81.5,0.074,0.088,0.119
2017-01-02 04:40:00,20141.77215,13287.53799,13717.59036,47146.9005,10.16,81.9,0.075,0.073,0.122
2017-01-02 04:50:00,20056.70886,13418.84498,13659.75904,47135.31288,9.97,82.8,0.077,0.066,0.178
2017-01-02 05:00:00,20257.21519,13517.32523,13642.40964,47416.950059999996,10.03,83.8,0.08,0.029,0.163
2017-01-02 05:10:00,20500.25316,13612.15805,13844.81928,47957.23049,9.98,83.0,0.078,0.073,0.115
2017-01-02 05:20:00,20712.91139,13736.17021,13931.56627,48380.64787,9.74,82.8,0.081,0.106,0.126
2017-01-02 05:30:00,20810.12658,13834.65046,14081.92771,48726.704750000004,9.54,83.7,0.078,0.081,0.174
2017-01-02 05:40:00,21041.01266,14057.14286,14174.45783,49272.61335,9.53,83.9,0.072,0.066,0.182
2017-01-02 05:50:00,21709.36709,14706.38298,14637.10843,51052.8585,9.56,84.1,0.073,0.077,0.134
2017-01-02 06:00:00,22742.27848,15089.3617,14868.43373,52700.07391000001,9.58,84.5,0.075,0.048,0.134
2017-01-02 06:10:00,22948.86076,14961.70213,14729.63855,52640.201440000004,9.44,84.1,0.075,0.07,0.145
2017-01-02 06:20:00,23258.73418,15176.8997,14712.28916,53147.92304,9.4,84.4,0.077,0.07,0.122
2017-01-02 06:30:00,23471.39241,15545.28875,14619.75904,53636.4402,9.38,84.6,0.076,0.044,0.141
2017-01-02 06:40:00,23653.67089,15749.54407,14573.49398,53976.70894,9.16,84.7,0.077,0.048,0.145
2017-01-02 06:50:00,23769.11392,15567.17325,14423.13253,53759.4197,9.06,85.6,0.076,0.059,0.141
2017-01-02 07:00:00,23380.25316,15607.29483,14400.0,53387.54799,9.17,85.8,0.078,0.073,0.163
2017-01-02 07:10:00,23033.92405,16001.21581,13862.16867,52897.30853,9.46,86.2,0.076,0.07,0.152
2017-01-02 07:20:00,22803.03797,15964.74164,13052.53012,51820.30972999999,9.74,85.4,0.072,0.077,0.111
2017-01-02 07:30:00,23082.53165,15698.48024,12404.81928,51185.831170000005,9.8,84.4,0.077,0.081,0.122
2017-01-02 07:40:00,22803.03797,15483.28267,11919.03614,50205.35678,9.58,83.9,0.079,0.073,0.13
2017-01-02 07:50:00,22268.35443,15501.51976,11543.13253,49313.006720000005,9.51,83.7,0.082,0.081,0.137
2017-01-02 08:00:00,22742.27848,15537.99392,11398.55422,49678.82662,9.44,83.2,0.084,0.124,0.223
2017-01-02 08:10:00,23526.07595,15906.38298,11560.48193,50992.94086,9.18,82.5,0.083,0.871,0.89
2017-01-02 08:20:00,24340.25316,16289.3617,11774.45783,52404.07269,8.96,83.4,0.083,2.95,2.867
2017-01-02 08:30:00,24881.01266,16737.99392,12248.6747,53867.681280000004,8.71,83.9,0.081,6.657,6.472
2017-01-02 08:40:00,25190.88608,16891.18541,12404.81928,54486.89077,8.52,85.1,0.081,13.02,11.56
2017-01-02 08:50:00,25531.13924,17135.56231,12358.55422,55025.255769999996,8.43,85.4,0.079,39.1,19.49
2017-01-02 09:00:00,25980.75949,17248.63222,12636.14458,55865.53629,8.44,85.9,0.08,64.11,24.49
2017-01-02 09:10:00,23495.6962,17668.08511,13110.36145,54274.14276,8.69,86.7,0.079,92.3,27.88
2017-01-02 09:20:00,23629.36709,18102.12766,13474.6988,55206.193549999996,9.02,86.7,0.082,117.2,30.43
2017-01-02 09:30:00,24006.07595,18302.73556,13763.85542,56072.66693,9.17,86.9,0.079,134.7,33.24
2017-01-02 09:40:00,24771.64557,18587.23404,13925.78313,57284.66274,10.48,87.0,0.079,169.2,35.2
2017-01-02 09:50:00,25148.35443,19236.47416,14324.81928,58709.64787,11.13,83.5,0.08,194.0,36.92
2017-01-02 10:00:00,25518.98734,19393.31307,14619.75904,59532.05945,11.68,81.7,0.08,218.3,39.07
2017-01-02 10:10:00,25695.18987,19634.04255,15059.27711,60388.50953,12.22,78.0,0.075,246.6,40.01
2017-01-02 10:20:00,26351.39241,19998.78419,15238.55422,61588.73082,12.61,74.8,0.076,270.6,40.59
2017-01-02 10:30:00,26667.34177,20038.90578,15510.36145,62216.609,13.07,72.7,0.075,288.3,42.31
2017-01-02 10:40:00,26794.93671,20119.14894,15787.95181,62702.03746,13.61,70.2,0.077,309.8,43.74
2017-01-02 10:50:00,27281.01266,20498.48024,16094.45783,63873.95073,14.0,69.22,0.077,337.2,43.39
2017-01-02 11:00:00,27645.56962,20618.84498,16325.78313,64590.19773,14.55,64.11,0.077,360.7,41.43
2017-01-02 11:10:00,27773.16456,20655.31915,16343.13253,64771.61624,14.94,58.46,0.077,381.4,41.13
2017-01-02 11:20:00,27894.68354,20808.51064,16458.79518,65161.98936000001,15.08,57.23,0.076,396.6,40.66
2017-01-02 11:30:00,28532.65823,21009.11854,16429.87952,65971.65629,15.18,55.83,0.076,410.8,41.23
2017-01-02 11:40:00,28818.22785,21020.06079,16655.42169,66493.71033,15.28,56.49,0.075,425.6,41.84
2017-01-02 11:50:00,28684.55696,20870.51672,16857.83133,66412.90501,15.27,55.93,0.076,440.2,41.83
2017-01-02 12:00:00,28939.74684,20757.44681,16742.16867,66439.36232,15.21,55.69,0.077,452.5,41.73
2017-01-02 12:10:00,29152.40506,20429.17933,17170.12048,66751.70487,15.18,57.2,0.078,460.5,42.38
2017-01-02 12:20:00,29674.93671,19608.51064,18373.01205,67656.4594,15.11,57.86,0.074,469.9,43.43
2017-01-02 12:30:00,29826.83544,19604.86322,19009.15663,68440.85528999999,15.1,58.33,0.076,476.2,43.25
2017-01-02 12:40:00,29905.82278,19706.99088,18986.0241,68598.83776,15.26,58.8,0.076,482.3,44.1
2017-01-02 12:50:00,29990.88608,19597.56839,18916.62651,68505.08098,15.15,60.87,0.075,485.1,44.53
2017-01-02 13:00:00,29966.58228,19593.92097,18997.59036,68558.09361,15.23,60.53,0.076,487.1,44.09
2017-01-02 13:10:00,29881.51899,19568.38906,19107.46988,68557.37793,15.22,60.2,0.077,487.6,44.43
2017-01-02 13:20:00,29760.0,19608.51064,19292.53012,68661.04076,15.22,59.83,0.076,486.9,44.29
2017-01-02 13:30:00,29292.1519,19728.87538,19072.77108,68093.79836,15.33,59.16,0.076,484.1,43.72
2017-01-02 13:40:00,29140.25316,19462.61398,18621.68675,67224.55389000001,15.41,58.13,0.076,481.1,43.82
2017-01-02 13:50:00,28872.91139,19469.90881,18586.98795,66929.80815,15.43,58.0,0.077,477.2,43.68
2017-01-02 14:00:00,28672.40506,19517.32523,18714.21687,66903.94716,15.56,56.03,0.075,470.9,42.8
2017-01-02 14:10:00,28502.27848,19914.89362,18772.04819,67189.22029,15.59,55.73,0.075,463.4,42.58
2017-01-02 14:20:00,28684.55696,19936.77812,18644.81928,67266.15436,15.47,56.29,0.077,451.8,42.83
2017-01-02 14:30:00,28617.72152,19878.41945,18517.59036,67013.73133,15.55,55.99,0.074,441.9,41.88
2017-01-02 14:40:00,28635.94937,20053.49544,18199.51807,66888.96288,15.57,56.53,0.076,427.9,42.14
2017-01-02 14:50:00,28556.96203,21669.30091,16800.0,67026.26294,15.64,55.35,0.077,413.9,41.5
2017-01-02 15:00:00,28721.01266,21559.87842,16643.85542,66924.74650000001,15.59,55.76,0.077,399.4,40.61
2017-01-02 15:10:00,28696.70886,21574.46809,16603.37349,66874.55043999999,15.58,57.03,0.077,381.1,42.48
2017-01-02 15:20:00,29049.11392,21260.79027,16649.63855,66959.54274,15.49,57.19,0.075,364.3,45.96
2017-01-02 15:30:00,29255.6962,21406.68693,16586.0241,67248.40723,15.45,57.86,0.075,345.8,57.35
2017-01-02 15:40:00,29012.65823,21275.37994,16372.04819,66660.08636,15.36,57.72,0.075,324.6,79.5
2017-01-02 15:50:00,29091.64557,20936.17021,16210.12048,66237.93626,15.38,58.02,0.074,302.9,121.3
