Datetime,Load,Temperature,Hour,Day,Month,Season
2023-01-04 12:00:00,2103.0,21.4,12,Wednesday,1,Winter
2023-01-04 13:00:00,2243.6,19.7,13,Wednesday,1,Winter
2023-01-04 14:00:00,2476.5,20.2,14,Wednesday,1,Winter
2023-01-04 15:00:00,2611.1,20.9,15,Wednesday,1,Winter
2023-01-04 16:00:00,2744.0,20.0,16,Wednesday,1,Winter
2023-01-04 17:00:00,3037.0,21.8,17,Wednesday,1,Winter
2023-01-04 18:00:00,3238.8,23.6,18,Wednesday,1,Winter
2023-01-04 19:00:00,3515.2,19.6,19,Wednesday,1,Winter
2023-01-04 20:00:00,3475.1,18.3,20,Wednesday,1,Winter
2023-01-04 21:00:00,3484.2,17.8,21,Wednesday,1,Winter
2023-01-04 22:00:00,3354.0,20.5,22,Wednesday,1,Winter
2023-01-04 23:00:00,3101.7,19.8,23,Wednesday,1,Winter
2023-01-05 00:00:00,3030.0,20.9,0,Thursday,1,Winter
2023-01-05 01:00:00,2901.2,20.8,1,Thursday,1,Winter
2023-01-05 02:00:00,2736.8,18.2,2,Thursday,1,Winter
2023-01-05 03:00:00,2564.7,17.8,3,Thursday,1,Winter
2023-01-05 04:00:00,2337.5,21.0,4,Thursday,1,Winter
2023-01-05 05:00:00,2253.3,20.8,5,Thursday,1,Winter
2023-01-05 06:00:00,2133.5,19.9,6,Thursday,1,Winter
2023-01-05 07:00:00,2014.5,18.1,7,Thursday,1,Winter
2023-01-05 08:00:00,1987.3,21.3,8,Thursday,1,Winter
2023-01-05 09:00:00,1994.7,22.5,9,Thursday,1,Winter
2023-01-05 10:00:00,2089.4,21.0,10,Thursday,1,Winter
2023-01-05 11:00:00,2064.8,19.3,11,Thursday,1,Winter
2023-01-05 12:00:00,2165.9,20.6,12,Thursday,1,Winter
2023-01-05 13:00:00,2273.9,18.5,13,Thursday,1,Winter
2023-01-05 14:00:00,2311.0,22.1,14,Thursday,1,Winter
2023-01-05 15:00:00,2594.9,20.7,15,Thursday,1,Winter
2023-01-05 16:00:00,2792.4,17.9,16,Thursday,1,Winter
2023-01-05 17:00:00,3191.7,20.1,17,Thursday,1,Winter
2023-01-05 18:00:00,3224.0,21.3,18,Thursday,1,Winter
2023-01-05 19:00:00,3467.2,20.1,19,Thursday,1,Winter
2023-01-05 20:00:00,3543.5,20.1,20,Thursday,1,Winter
2023-01-05 21:00:00,3419.4,18.7,21,Thursday,1,Winter
2023-01-05 22:00:00,3493.2,21.4,22,Thursday,1,Winter
2023-01-05 23:00:00,3288.7,19.6,23,Thursday,1,Winter
2023-01-06 00:00:00,3075.9,17.1,0,Friday,1,Winter
2023-01-06 01:00:00,2824.8,19.8,1,Friday,1,Winter
2023-01-06 02:00:00,2840.4,21.8,2,Friday,1,Winter
2023-01-06 03:00:00,2496.5,19.8,3,Friday,1,Winter
2023-01-06 04:00:00,2465.7,23.0,4,Friday,1,Winter
2023-01-06 05:00:00,2408.8,21.0,5,Friday,1,Winter
2023-01-06 06:00:00,2104.6,20.9,6,Friday,1,Winter
2023-01-06 07:00:00,2032.4,20.2,7,Friday,1,Winter
2023-01-06 08:00:00,2005.9,20.3,8,Friday,1,Winter
2023-01-06 09:00:00,1955.3,20.0,9,Friday,1,Winter
2023-01-06 10:00:00,1923.4,19.9,10,Friday,1,Winter
2023-01-06 11:00:00,2065.1,21.2,11,Friday,1,Winter
2023-01-06 12:00:00,2100.8,19.0,12,Friday,1,Winter
2023-01-06 13:00:00,2311.6,18.7,13,Friday,1,Winter
2023-01-06 14:00:00,2378.4,18.7,14,Friday,1,Winter
2023-01-06 15:00:00,2704.9,23.4,15,Friday,1,Winter
2023-01-06 16:00:00,2741.3,21.2,16,Friday,1,Winter
2023-01-06 17:00:00,2990.7,20.8,17,Friday,1,Winter
2023-01-06 18:00:00,3314.8,18.8,18,Friday,1,Winter
2023-01-06 19:00:00,3344.7,21.3,19,Friday,1,Winter
2023-01-06 20:00:00,3576.8,20.2,20,Friday,1,Winter
2023-01-06 21:00:00,3647.7,20.7,21,Friday,1,Winter
2023-01-06 22:00:00,3268.9,18.9,22,Friday,1,Winter
2023-01-06 23:00:00,3252.1,20.6,23,Friday,1,Winter
2023-01-07 00:00:00,3044.9,19.5,0,Saturday,1,Winter
2023-01-07 01:00:00,2955.8,19.0,1,Saturday,1,Winter
2023-01-07 02:00:00,2667.3,21.3,2,Saturday,1,Winter
2023-01-07 03:00:00,2509.2,17.9,3,Saturday,1,Winter
2023-01-07 04:00:00,2469.1,21.0,4,Saturday,1,Winter
2023-01-07 05:00:00,2307.5,21.2,5,Saturday,1,Winter
2023-01-07 06:00:00,2178.0,18.8,6,Saturday,1,Winter
2023-01-07 07:00:00,2085.6,18.9,7,Saturday,1,Winter
2023-01-07 08:00:00,1972.8,19.8,8,Saturday,1,Winter
2023-01-07 09:00:00,1997.7,20.6,9,Saturday,1,Winter
2023-01-07 10:00:00,2021.6,19.9,10,Saturday,1,Winter
2023-01-07 11:00:00,2030.8,20.8,11,Saturday,1,Winter
2023-01-07 12:00:00,2265.5,22.8,12,Saturday,1,Winter
2023-01-07 13:00:00,2318.5,19.4,13,Saturday,1,Winter
2023-01-07 14:00:00,2368.9,17.6,14,Saturday,1,Winter
2023-01-07 15:00:00,2654.6,21.4,15,Saturday,1,Winter
2023-01-07 16:00:00,2736.1,22.7,16,Saturday,1,Winter
2023-01-07 17:00:00,3083.5,20.7,17,Saturday,1,Winter
2023-01-07 18:00:00,3352.8,18.5,18,Saturday,1,Winter
2023-01-07 19:00:00,3390.2,20.0,19,Saturday,1,Winter
2023-01-07 20:00:00,3653.1,18.5,20,Saturday,1,Winter
2023-01-07 21:00:00,3579.3,21.1,21,Saturday,1,Winter
2023-01-07 22:00:00,3486.1,18.1,22,Saturday,1,Winter
2023-01-07 23:00:00,3400.7,19.7,23,Saturday,1,Winter
2023-01-08 00:00:00,3016.1,18.4,0,Sunday,1,Winter
2023-01-08 01:00:00,2853.5,20.1,1,Sunday,1,Winter
2023-01-08 02:00:00,2699.6,19.4,2,Sunday,1,Winter
2023-01-08 03:00:00,2549.9,20.2,3,Sunday,1,Winter
2023-01-08 04:00:00,2440.3,20.0,4,Sunday,1,Winter
2023-01-08 05:00:00,2317.3,18.5,5,Sunday,1,Winter
2023-01-08 06:00:00,2186.3,20.9,6,Sunday,1,Winter
2023-01-08 07:00:00,2117.1,19.9,7,Sunday,1,Winter
2023-01-08 08:00:00,2013.9,18.5,8,Sunday,1,Winter
2023-01-08 09:00:00,2064.8,23.3,9,Sunday,1,Winter
2023-01-08 10:00:00,1999.9,20.7,10,Sunday,1,Winter
2023-01-08 11:00:00,2215.3,19.7,11,Sunday,1,Winter
2023-01-08 12:00:00,2205.3,22.1,12,Sunday,1,Winter
2023-01-08 13:00:00,2249.3,22.7,13,Sunday,1,Winter
2023-01-08 14:00:00,2383.7,19.7,14,Sunday,1,Winter
2023-01-08 15:00:00,2651.5,20.5,15,Sunday,1,Winter
2023-01-08 16:00:00,2797.5,18.5,16,Sunday,1,Winter
2023-01-08 17:00:00,3087.6,19.7,17,Sunday,1,Winter
2023-01-08 18:00:00,3307.3,19.7,18,Sunday,1,Winter
2023-01-08 19:00:00,3465.8,20.2,19,Sunday,1,Winter
2023-01-08 20:00:00,3502.6,20.5,20,Sunday,1,Winter
2023-01-08 21:00:00,3419.3,20.8,21,Sunday,1,Winter
2023-01-08 22:00:00,3388.4,20.3,22,Sunday,1,Winter
2023-01-08 23:00:00,3326.7,18.1,23,Sunday,1,Winter
2023-01-09 00:00:00,3061.1,18.3,0,Monday,1,Winter
2023-01-09 01:00:00,2827.0,18.9,1,Monday,1,Winter
2023-01-09 02:00:00,2782.1,19.3,2,Monday,1,Winter
2023-01-09 03:00:00,2636.7,21.3,3,Monday,1,Winter
2023-01-09 04:00:00,2398.8,18.0,4,Monday,1,Winter
2023-01-09 05:00:00,2314.2,19.2,5,Monday,1,Winter
2023-01-09 06:00:00,2181.6,21.2,6,Monday,1,Winter
2023-01-09 07:00:00,2021.6,19.3,7,Monday,1,Winter
2023-01-09 08:00:00,2037.9,20.4,8,Monday,1,Winter
2023-01-09 09:00:00,2027.0,19.5,9,Monday,1,Winter
2023-01-09 10:00:00,2074.6,20.1,10,Monday,1,Winter
2023-01-09 11:00:00,2135.9,19.4,11,Monday,1,Winter
2023-01-09 12:00:00,2103.5,20.8,12,Monday,1,Winter
2023-01-09 13:00:00,2252.1,17.4,13,Monday,1,Winter
2023-01-09 14:00:00,2489.0,19.2,14,Monday,1,Winter
2023-01-09 15:00:00,2662.4,20.2,15,Monday,1,Winter
2023-01-09 16:00:00,2858.8,20.6,16,Monday,1,Winter
2023-01-09 17:00:00,3336.6,22.0,17,Monday,1,Winter
2023-01-09 18:00:00,3326.2,19.2,18,Monday,1,Winter
2023-01-09 19:00:00,3582.5,22.0,19,Monday,1,Winter
2023-01-09 20:00:00,3675.8,18.8,20,Monday,1,Winter
2023-01-09 21:00:00,3623.7,21.7,21,Monday,1,Winter
2023-01-09 22:00:00,3410.9,21.0,22,Monday,1,Winter
2023-01-09 23:00:00,3329.7,18.4,23,Monday,1,Winter
2023-01-10 00:00:00,2996.3,20.0,0,Tuesday,1,Winter
2023-01-10 01:00:00,2910.6,19.5,1,Tuesday,1,Winter
2023-01-10 02:00:00,2746.0,20.5,2,Tuesday,1,Winter
2023-01-10 03:00:00,2626.0,19.2,3,Tuesday,1,Winter
2023-01-10 04:00:00,2604.0,19.1,4,Tuesday,1,Winter
2023-01-10 05:00:00,2205.3,21.6,5,Tuesday,1,Winter
2023-01-10 06:00:00,2223.5,19.4,6,Tuesday,1,Winter
2023-01-10 07:00:00,2004.1,20.8,7,Tuesday,1,Winter
2023-01-10 08:00:00,2002.9,19.2,8,Tuesday,1,Winter
2023-01-10 09:00:00,2060.5,22.0,9,Tuesday,1,Winter
2023-01-10 10:00:00,2030.1,18.5,10,Tuesday,1,Winter
2023-01-10 11:00:00,2032.0,18.6,11,Tuesday,1,Winter
2023-01-10 12:00:00,2147.0,21.8,12,Tuesday,1,Winter
2023-01-10 13:00:00,2353.4,18.9,13,Tuesday,1,Winter
2023-01-10 14:00:00,2420.8,21.9,14,Tuesday,1,Winter
2023-01-10 15:00:00,2652.0,20.9,15,Tuesday,1,Winter
2023-01-10 16:00:00,2835.5,19.3,16,Tuesday,1,Winter
2023-01-10 17:00:00,3004.3,16.8,17,Tuesday,1,Winter
2023-01-10 18:00:00,3467.1,19.5,18,Tuesday,1,Winter
2023-01-10 19:00:00,3551.0,19.7,19,Tuesday,1,Winter
2023-01-10 20:00:00,3420.2,21.3,20,Tuesday,1,Winter
2023-01-10 21:00:00,3594.6,21.9,21,Tuesday,1,Winter
2023-01-10 22:00:00,3392.8,18.5,22,Tuesday,1,Winter
2023-01-10 23:00:00,3348.9,20.7,23,Tuesday,1,Winter
2023-01-11 00:00:00,3005.6,20.5,0,Wednesday,1,Winter
2023-01-11 01:00:00,2930.1,21.0,1,Wednesday,1,Winter
2023-01-11 02:00:00,2825.0,20.1,2,Wednesday,1,Winter
2023-01-11 03:00:00,2687.0,16.4,3,Wednesday,1,Winter
2023-01-11 04:00:00,2396.3,19.1,4,Wednesday,1,Winter
2023-01-11 05:00:00,2302.2,17.6,5,Wednesday,1,Winter
2023-01-11 06:00:00,2167.8,19.0,6,Wednesday,1,Winter
2023-01-11 07:00:00,2061.6,20.8,7,Wednesday,1,Winter
2023-01-11 08:00:00,2123.9,19.8,8,Wednesday,1,Winter
2023-01-11 09:00:00,2033.5,21.1,9,Wednesday,1,Winter
2023-01-11 10:00:00,1970.0,19.9,10,Wednesday,1,Winter
2023-01-11 11:00:00,2143.9,17.4,11,Wednesday,1,Winter
2023-01-11 12:00:00,2310.4,15.6,12,Wednesday,1,Winter
2023-01-11 13:00:00,2382.4,19.6,13,Wednesday,1,Winter
2023-01-11 14:00:00,2380.7,19.0,14,Wednesday,1,Winter
2023-01-11 15:00:00,2615.2,17.9,15,Wednesday,1,Winter
2023-01-11 16:00:00,2932.5,16.8,16,Wednesday,1,Winter
2023-01-11 17:00:00,3010.8,18.2,17,Wednesday,1,Winter
2023-01-11 18:00:00,3339.3,19.0,18,Wednesday,1,Winter
2023-01-11 19:00:00,3576.2,20.3,19,Wednesday,1,Winter
2023-01-11 20:00:00,3531.8,19.6,20,Wednesday,1,Winter
2023-01-11 21:00:00,3585.5,21.8,21,Wednesday,1,Winter
2023-01-11 22:00:00,3181.8,17.8,22,Wednesday,1,Winter
2023-01-11 23:00:00,3206.6,20.7,23,Wednesday,1,Winter
2023-01-12 00:00:00,3058.4,19.2,0,Thursday,1,Winter
2023-01-12 01:00:00,2857.6,20.2,1,Thursday,1,Winter
2023-01-12 02:00:00,2914.5,18.5,2,Thursday,1,Winter
2023-01-12 03:00:00,2545.6,20.7,3,Thursday,1,Winter
2023-01-12 04:00:00,2452.4,19.6,4,Thursday,1,Winter
2023-01-12 05:00:00,2338.0,18.1,5,Thursday,1,Winter
2023-01-12 06:00:00,2281.4,19.1,6,Thursday,1,Winter
2023-01-12 07:00:00,2028.2,18.8,7,Thursday,1,Winter
2023-01-12 08:00:00,2101.2,19.9,8,Thursday,1,Winter
2023-01-12 09:00:00,2021.2,17.4,9,Thursday,1,Winter
2023-01-12 10:00:00,1991.7,19.1,10,Thursday,1,Winter
2023-01-12 11:00:00,2128.0,19.7,11,Thursday,1,Winter
2023-01-12 12:00:00,2213.2,19.2,12,Thursday,1,Winter
2023-01-12 13:00:00,2296.2,21.2,13,Thursday,1,Winter
2023-01-12 14:00:00,2488.4,20.3,14,Thursday,1,Winter
2023-01-12 15:00:00,2631.6,19.1,15,Thursday,1,Winter
2023-01-12 16:00:00,2861.3,19.5,16,Thursday,1,Winter
2023-01-12 17:00:00,3127.5,19.6,17,Thursday,1,Winter
2023-01-12 18:00:00,3446.5,19.7,18,Thursday,1,Winter
2023-01-12 19:00:00,3412.4,16.4,19,Thursday,1,Winter
2023-01-12 20:00:00,3822.8,18.7,20,Thursday,1,Winter
2023-01-12 21:00:00,3428.5,16.9,21,Thursday,1,Winter
2023-01-12 22:00:00,3462.1,21.1,22,Thursday,1,Winter
2023-01-12 23:00:00,3351.8,19.0,23,Thursday,1,Winter
2023-01-13 00:00:00,3111.6,18.6,0,Friday,1,Winter
2023-01-13 01:00:00,2915.0,20.3,1,Friday,1,Winter
2023-01-13 02:00:00,2796.6,19.6,2,Friday,1,Winter
2023-01-13 03:00:00,2617.6,17.2,3,Friday,1,Winter
2023-01-13 04:00:00,2452.7,18.8,4,Friday,1,Winter
2023-01-13 05:00:00,2389.1,18.4,5,Friday,1,Winter
2023-01-13 06:00:00,2230.4,16.3,6,Friday,1,Winter
2023-01-13 07:00:00,2075.3,17.9,7,Friday,1,Winter
2023-01-13 08:00:00,2095.9,18.7,8,Friday,1,Winter
2023-01-13 09:00:00,2044.2,18.8,9,Friday,1,Winter
2023-01-13 10:00:00,2091.5,16.7,10,Friday,1,Winter
2023-01-13 11:00:00,2145.2,20.7,11,Friday,1,Winter
2023-01-13 12:00:00,2165.0,18.8,12,Friday,1,Winter
2023-01-13 13:00:00,2307.5,19.0,13,Friday,1,Winter
2023-01-13 14:00:00,2540.3,19.5,14,Friday,1,Winter
2023-01-13 15:00:00,2708.2,17.7,15,Friday,1,Winter
2023-01-13 16:00:00,2862.8,19.6,16,Friday,1,Winter
2023-01-13 17:00:00,3097.6,18.4,17,Friday,1,Winter
2023-01-13 18:00:00,3434.3,17.6,18,Friday,1,Winter
2023-01-13 19:00:00,3482.9,19.8,19,Friday,1,Winter
2023-01-13 20:00:00,3693.2,21.2,20,Friday,1,Winter
2023-01-13 21:00:00,3600.2,20.0,21,Friday,1,Winter
2023-01-13 22:00:00,3469.9,20.3,22,Friday,1,Winter
2023-01-13 23:00:00,3407.2,18.1,23,Friday,1,Winter
2023-01-14 00:00:00,3166.4,16.3,0,Saturday,1,Winter
2023-01-14 01:00:00,3033.6,21.0,1,Saturday,1,Winter
2023-01-14 02:00:00,2914.7,21.8,2,Saturday,1,Winter
2023-01-14 03:00:00,2662.4,21.0,3,Saturday,1,Winter
2023-01-14 04:00:00,2542.1,18.2,4,Saturday,1,Winter
2023-01-14 05:00:00,2330.7,17.0,5,Saturday,1,Winter
2023-01-14 06:00:00,2237.6,17.1,6,Saturday,1,Winter
2023-01-14 07:00:00,2113.6,16.2,7,Saturday,1,Winter
2023-01-14 08:00:00,2063.1,18.6,8,Saturday,1,Winter
2023-01-14 09:00:00,2067.1,21.1,9,Saturday,1,Winter
2023-01-14 10:00:00,2016.0,18.5,10,Saturday,1,Winter
2023-01-14 11:00:00,2231.4,19.2,11,Saturday,1,Winter
2023-01-14 12:00:00,2164.0,20.8,12,Saturday,1,Winter
2023-01-14 13:00:00,2278.5,18.1,13,Saturday,1,Winter
2023-01-14 14:00:00,2576.3,21.8,14,Saturday,1,Winter
2023-01-14 15:00:00,2731.4,21.7,15,Saturday,1,Winter
2023-01-14 16:00:00,2920.8,18.5,16,Saturday,1,Winter
2023-01-14 17:00:00,3149.8,17.9,17,Saturday,1,Winter
2023-01-14 18:00:00,3340.5,19.8,18,Saturday,1,Winter
2023-01-14 19:00:00,3469.9,18.2,19,Saturday,1,Winter
2023-01-14 20:00:00,3665.1,17.0,20,Saturday,1,Winter
2023-01-14 21:00:00,3571.6,20.6,21,Saturday,1,Winter
2023-01-14 22:00:00,3588.5,20.5,22,Saturday,1,Winter
2023-01-14 23:00:00,3317.3,19.0,23,Saturday,1,Winter
2023-01-15 00:00:00,3051.1,16.6,0,Sunday,1,Winter
2023-01-15 01:00:00,2961.6,16.7,1,Sunday,1,Winter
2023-01-15 02:00:00,2863.7,18.7,2,Sunday,1,Winter
2023-01-15 03:00:00,2634.5,17.8,3,Sunday,1,Winter
2023-01-15 04:00:00,2458.4,18.0,4,Sunday,1,Winter
2023-01-15 05:00:00,2373.1,20.0,5,Sunday,1,Winter
2023-01-15 06:00:00,2242.6,19.6,6,Sunday,1,Winter
2023-01-15 07:00:00,2102.4,20.6,7,Sunday,1,Winter
2023-01-15 08:00:00,2042.4,17.0,8,Sunday,1,Winter
2023-01-15 09:00:00,2057.2,18.0,9,Sunday,1,Winter
2023-01-15 10:00:00,1991.9,19.7,10,Sunday,1,Winter
2023-01-15 11:00:00,2054.4,19.2,11,Sunday,1,Winter
2023-01-15 12:00:00,2189.1,20.8,12,Sunday,1,Winter
2023-01-15 13:00:00,2347.1,19.1,13,Sunday,1,Winter
2023-01-15 14:00:00,2533.9,21.3,14,Sunday,1,Winter
2023-01-15 15:00:00,2788.8,19.3,15,Sunday,1,Winter
2023-01-15 16:00:00,2949.9,20.1,16,Sunday,1,Winter
2023-01-15 17:00:00,3101.7,18.0,17,Sunday,1,Winter
2023-01-15 18:00:00,3353.9,18.5,18,Sunday,1,Winter
2023-01-15 19:00:00,3475.0,19.9,19,Sunday,1,Winter
2023-01-15 20:00:00,3671.8,20.9,20,Sunday,1,Winter
2023-01-15 21:00:00,3622.0,19.6,21,Sunday,1,Winter
2023-01-15 22:00:00,3546.1,18.4,22,Sunday,1,Winter
2023-01-15 23:00:00,3274.4,20.6,23,Sunday,1,Winter
2023-01-16 00:00:00,3169.5,15.0,0,Monday,1,Winter
2023-01-16 01:00:00,3113.4,16.2,1,Monday,1,Winter
2023-01-16 02:00:00,2838.9,19.3,2,Monday,1,Winter
2023-01-16 03:00:00,2710.7,18.3,3,Monday,1,Winter
2023-01-16 04:00:00,2564.3,19.2,4,Monday,1,Winter
2023-01-16 05:00:00,2345.2,18.4,5,Monday,1,Winter
2023-01-16 06:00:00,2251.2,19.2,6,Monday,1,Winter
2023-01-16 07:00:00,2139.2,17.1,7,Monday,1,Winter
2023-01-16 08:00:00,2080.8,19.2,8,Monday,1,Winter
2023-01-16 09:00:00,2014.5,19.8,9,Monday,1,Winter
2023-01-16 10:00:00,2077.0,20.1,10,Monday,1,Winter
2023-01-16 11:00:00,2165.2,21.3,11,Monday,1,Winter
2023-01-16 12:00:00,2320.0,18.7,12,Monday,1,Winter
2023-01-16 13:00:00,2426.7,18.7,13,Monday,1,Winter
2023-01-16 14:00:00,2661.2,16.0,14,Monday,1,Winter
2023-01-16 15:00:00,2649.4,17.5,15,Monday,1,Winter
2023-01-16 16:00:00,2963.8,18.0,16,Monday,1,Winter
2023-01-16 17:00:00,3141.9,19.9,17,Monday,1,Winter
2023-01-16 18:00:00,3554.5,17.4,18,Monday,1,Winter
2023-01-16 19:00:00,3507.5,19.5,19,Monday,1,Winter
2023-01-16 20:00:00,3612.0,18.3,20,Monday,1,Winter
2023-01-16 21:00:00,3609.2,18.0,21,Monday,1,Winter
2023-01-16 22:00:00,3345.4,18.7,22,Monday,1,Winter
2023-01-16 23:00:00,3313.9,17.7,23,Monday,1,Winter
2023-01-17 00:00:00,3083.2,17.5,0,Tuesday,1,Winter
2023-01-17 01:00:00,3023.2,15.5,1,Tuesday,1,Winter
2023-01-17 02:00:00,2883.8,17.7,2,Tuesday,1,Winter
2023-01-17 03:00:00,2822.2,17.4,3,Tuesday,1,Winter
2023-01-17 04:00:00,2592.2,17.3,4,Tuesday,1,Winter
2023-01-17 05:00:00,2345.3,18.7,5,Tuesday,1,Winter
2023-01-17 06:00:00,2198.1,19.1,6,Tuesday,1,Winter
2023-01-17 07:00:00,2174.5,18.5,7,Tuesday,1,Winter
2023-01-17 08:00:00,2016.1,19.6,8,Tuesday,1,Winter
2023-01-17 09:00:00,2157.9,19.0,9,Tuesday,1,Winter
2023-01-17 10:00:00,2146.4,17.7,10,Tuesday,1,Winter
2023-01-17 11:00:00,2122.9,17.4,11,Tuesday,1,Winter
2023-01-17 12:00:00,2152.4,18.6,12,Tuesday,1,Winter
2023-01-17 13:00:00,2461.0,19.0,13,Tuesday,1,Winter
